affy_id,percent_heterozygous_coral_all,plate,species,location
a550962-4368120-060520-253_O05.CEL,14.69,253,A.palmata,Puerto Rico
a550962-4368120-060520-253_O07.CEL,12.6,253,A.palmata,Puerto Rico
a550962-4368120-060520-253_O09.CEL,14.56,253,A.palmata,Puerto Rico
a550962-4368120-060520-253_O11.CEL,14.04,253,A.palmata,Puerto Rico
a550962-4368120-060520-253_O13.CEL,13.27,253,A.palmata,Puerto Rico
a550962-4368120-060520-253_O15.CEL,14.13,253,A.palmata,Puerto Rico
a550962-4368120-060520-253_O17.CEL,14.13,253,A.palmata,Puerto Rico
a550962-4368120-060520-253_O23.CEL,11.24,253,A.cervicornis,Florida
a550962-4368120-060520-252_A01.CEL,13.96,252,A.palmata,Florida
a550962-4368120-060520-252_A03.CEL,16.37,252,A.palmata,Florida
a550962-4368120-060520-252_A05.CEL,14.77,252,A.palmata,Florida
a550962-4368120-060520-252_A07.CEL,15.83,252,A.palmata,Florida
a550962-4368120-060520-252_A09.CEL,14.51,252,A.palmata,Florida
a550962-4368120-060520-252_A11.CEL,15.8,252,A.palmata,Florida
a550962-4368120-060520-252_A13.CEL,14.94,252,A.palmata,Florida
a550962-4368120-060520-252_A15.CEL,15.77,252,A.palmata,Florida
a550962-4368120-060520-252_A17.CEL,14.29,252,A.palmata,Florida
a550962-4368120-060520-252_A19.CEL,10.66,252,A.cervicornis,Florida
a550962-4368120-060520-252_A21.CEL,14.58,252,A.palmata,Florida
a550962-4368120-060520-252_A23.CEL,13.85,252,A.palmata,Florida
a550962-4368120-060520-252_C03.CEL,10.64,252,A.cervicornis,USVI
a550962-4368120-060520-252_C05.CEL,10.86,252,A.cervicornis,USVI
a550962-4368120-060520-252_C07.CEL,10.03,252,A.cervicornis,Florida
a550962-4368120-060520-252_C09.CEL,10.63,252,A.cervicornis,Florida
a550962-4368120-060520-252_C11.CEL,14.24,252,A.palmata,Puerto Rico
a550962-4368120-060520-252_C13.CEL,15.37,252,A.palmata,Florida
a550962-4368120-060520-252_C15.CEL,67.09,252,A.prolifera,Belize
a550962-4368120-060520-252_C17.CEL,66.22,252,A.prolifera,Belize
a550962-4368120-060520-252_C19.CEL,66.51,252,A.prolifera,Cuba
a550962-4368120-060520-252_C21.CEL,66.54,252,A.prolifera,Cuba
a550962-4368120-060520-252_C23.CEL,68.64,252,A.prolifera,Bahamas
a550962-4368120-060520-252_E01.CEL,10.46,252,A.cervicornis,Florida
a550962-4368120-060520-252_E05.CEL,10.29,252,A.cervicornis,Florida
a550962-4368120-060520-252_E07.CEL,10.72,252,A.cervicornis,Florida
a550962-4368120-060520-252_E09.CEL,10.1,252,A.cervicornis,Puerto Rico
a550962-4368120-060520-252_E11.CEL,10.39,252,A.cervicornis,Puerto Rico
a550962-4368120-060520-252_E13.CEL,13.46,252,A.palmata,Florida
a550962-4368120-060520-252_E15.CEL,15.83,252,A.palmata,Florida
a550962-4368120-060520-252_E17.CEL,14.95,252,A.palmata,Florida
a550962-4368120-060520-252_E19.CEL,14.78,252,A.palmata,Florida
a550962-4368120-060520-252_E21.CEL,13.2,252,A.palmata,Florida
a550962-4368120-060520-252_E23.CEL,14.42,252,A.palmata,Florida
a550962-4368120-060520-252_G01.CEL,14.27,252,A.palmata,Florida
a550962-4368120-060520-252_G03.CEL,70.02,252,A.prolifera,USVI
a550962-4368120-060520-252_G05.CEL,14.84,252,A.palmata,USVI
a550962-4368120-060520-252_G07.CEL,14.82,252,A.palmata,USVI
a550962-4368120-060520-252_G09.CEL,68.55,252,A.prolifera,USVI
a550962-4368120-060520-252_G11.CEL,10.03,252,A.cervicornis,USVI
a550962-4368120-060520-252_G13.CEL,11.4,252,A.cervicornis,Belize
a550962-4368120-060520-252_G15.CEL,14.09,252,A.palmata,Belize
a550962-4368120-060520-252_G17.CEL,14.57,252,A.palmata,Belize
a550962-4368120-060520-252_G19.CEL,12.88,252,A.palmata,Belize
a550962-4368120-060520-252_G21.CEL,13.73,252,A.palmata,Belize
a550962-4368120-060520-252_G23.CEL,12.64,252,A.palmata,Belize
a550962-4368120-060520-252_I01.CEL,13.94,252,A.palmata,Curacao
a550962-4368120-060520-252_I03.CEL,13.58,252,A.palmata,Curacao
a550962-4368120-060520-252_I05.CEL,11.03,252,A.cervicornis,Curacao
a550962-4368120-060520-252_I07.CEL,13.45,252,A.palmata,Curacao
a550962-4368120-060520-252_I09.CEL,14.25,252,A.palmata,Curacao
a550962-4368120-060520-252_I11.CEL,12.82,252,A.palmata,Curacao
a550962-4368120-060520-252_I13.CEL,11.88,252,A.cervicornis,Curacao
a550962-4368120-060520-252_I15.CEL,13.86,252,A.palmata,Curacao
a550962-4368120-060520-252_I17.CEL,14.77,252,A.palmata,Curacao
a550962-4368120-060520-252_I19.CEL,11.23,252,A.cervicornis,Belize
a550962-4368120-060520-252_I21.CEL,12.53,252,A.cervicornis,Belize
a550962-4368120-060520-252_I23.CEL,12.95,252,A.cervicornis,Belize
a550962-4368120-060520-252_K03.CEL,11.7,252,A.cervicornis,Belize
a550962-4368120-060520-252_K05.CEL,12.83,252,A.cervicornis,Belize
a550962-4368120-060520-252_K07.CEL,11.89,252,A.cervicornis,Belize
a550962-4368120-060520-252_K09.CEL,13.63,252,A.palmata,Belize
a550962-4368120-060520-252_K11.CEL,14.25,252,A.palmata,Belize
a550962-4368120-060520-252_K13.CEL,12.32,252,A.cervicornis,Belize
a550962-4368120-060520-252_K15.CEL,14.31,252,A.palmata,Belize
a550962-4368120-060520-252_K17.CEL,14.3,252,A.palmata,Belize
a550962-4368120-060520-252_K19.CEL,66.84,252,A.prolifera,Belize
a550962-4368120-060520-252_K21.CEL,14.3,252,A.palmata,Belize
a550962-4368120-060520-252_K23.CEL,14.57,252,A.palmata,Belize
a550962-4368120-060520-252_M01.CEL,14.2,252,A.palmata,Belize
a550962-4368120-060520-252_M03.CEL,15.63,252,A.palmata,Belize
a550962-4368120-060520-252_M05.CEL,13.96,252,A.palmata,Belize
a550962-4368120-060520-252_M09.CEL,10.96,252,A.cervicornis,Belize
a550962-4368120-060520-252_M11.CEL,13.88,252,A.palmata,Belize
a550962-4368120-060520-252_M13.CEL,11,252,A.cervicornis,Belize
a550962-4368120-060520-252_M15.CEL,14.48,252,A.palmata,Belize
a550962-4368120-060520-252_M17.CEL,13.6,252,A.palmata,Belize
a550962-4368120-060520-252_M19.CEL,14.2,252,A.palmata,Belize
a550962-4368120-060520-252_M21.CEL,14.26,252,A.palmata,Belize
a550962-4368120-060520-252_M23.CEL,67.27,252,A.prolifera,Belize
a550962-4368120-060520-252_O01.CEL,11.87,252,A.cervicornis,Belize
a550962-4368120-060520-252_O03.CEL,68.4,252,A.prolifera,Antigua
a550962-4368120-060520-252_O05.CEL,69.53,252,A.prolifera,Antigua
a550962-4368120-060520-252_O07.CEL,68,252,A.prolifera,Antigua
a550962-4368120-060520-252_O09.CEL,68.25,252,A.prolifera,Antigua
a550962-4368120-060520-252_O11.CEL,68.02,252,A.prolifera,Antigua
a550962-4368120-060520-252_O13.CEL,68.58,252,A.prolifera,Antigua
a550962-4368120-060520-252_O15.CEL,40.11,252,A.prolifera,Antigua
a550962-4368120-060520-252_O17.CEL,68.48,252,A.prolifera,Antigua
a550962-4368120-060520-252_O19.CEL,14.9,252,A.palmata,Belize
a550962-4368120-060520-252_O21.CEL,11.9,252,A.cervicornis,Cuba
a550962-4368120-060520-252_O23.CEL,14.11,252,A.palmata,Florida
a100000-4368120-060520-256_I07.CEL,73.95,genome,#N/A,#N/A
a100000-4368120-060520-256_K07.CEL,74.4,genome,#N/A,#N/A
a100000-4368120-060520-256_M07.CEL,10.67,genome,#N/A,#N/A
a100000-4368120-060520-256_C09.CEL,74.14,genome,#N/A,#N/A
a100000-4368120-060520-256_K09.CEL,74.16,genome,#N/A,#N/A
a100000-4368120-060520-256_C11.CEL,74.59,genome,#N/A,#N/A
a100000-4368120-060520-256_I11.CEL,72.27,genome,#N/A,#N/A
a100000-4368120-060520-256_O13.CEL,72.29,genome,#N/A,#N/A
a100000-4368120-060520-256_A15.CEL,72.65,genome,#N/A,#N/A
a100000-4368120-060520-256_E15.CEL,72.48,genome,#N/A,#N/A
a100000-4368120-060520-256_I15.CEL,73.1,genome,#N/A,#N/A
a100000-4368120-060520-256_C19.CEL,15.47,genome,#N/A,#N/A
a100000-4368120-060520-256_E19.CEL,16.68,genome,#N/A,#N/A
a100000-4368120-060520-256_G19.CEL,16.13,genome,#N/A,#N/A
a100000-4368120-060520-256_G03.CEL,14.84,genome,#N/A,#N/A
a100000-4368120-060520-256_K01.CEL,73.92,genome,#N/A,#N/A
a100000-4368120-060520-256_G01.CEL,71.85,genome,#N/A,#N/A
a100000-4368120-060520-256_E01.CEL,70.73,genome,#N/A,#N/A
a100000-4368120-060520-256_E11.CEL,74.35,genome,#N/A,#N/A
a100000-4368120-060520-256_I01.CEL,41.37,genome,#N/A,#N/A
a100000-4368120-060520-256_G13.CEL,71.5,genome,#N/A,#N/A
a100000-4368120-060520-256_E17.CEL,73.89,genome,#N/A,#N/A
a100000-4368120-060520-256_G11.CEL,71.79,genome,#N/A,#N/A
a100000-4368120-060520-256_C13.CEL,18.61,genome,#N/A,#N/A
a100000-4368120-060520-256_K05.CEL,71.71,genome,#N/A,#N/A
a100000-4368120-060520-256_M05.CEL,72.81,genome,#N/A,#N/A
a100000-4368120-060520-256_I03.CEL,16.15,genome,#N/A,#N/A
a100000-4368120-060520-256_K03.CEL,15.99,genome,#N/A,#N/A
a100000-4368120-060520-256_I05.CEL,16.64,genome,#N/A,#N/A
a100000-4368120-060520-256_M01.CEL,75.37,genome,#N/A,#N/A
a100000-4368120-060520-256_O01.CEL,73.65,genome,#N/A,#N/A
a100000-4368120-060520-256_A03.CEL,47.27,genome,#N/A,#N/A
a100000-4368120-060520-256_A07.CEL,13.87,genome,#N/A,#N/A
a100000-4368120-060520-256_C07.CEL,73.28,genome,#N/A,#N/A
a100000-4368120-060520-256_E07.CEL,11.28,genome,A.cervicornis,USVI
a100000-4368120-060520-256_O07.CEL,10.72,genome,A.cervicornis,USVI
a100000-4368120-060520-256_A09.CEL,10.92,genome,A.cervicornis,USVI
a100000-4368120-060520-256_E09.CEL,12,genome,A.cervicornis,USVI
a100000-4368120-060520-256_A11.CEL,10.76,genome,A.cervicornis,USVI
a100000-4368120-060520-256_M11.CEL,13.24,genome,A.cervicornis,Belize
a100000-4368120-060520-256_O11.CEL,10.85,genome,A.cervicornis,Belize
a100000-4368120-060520-256_A13.CEL,10.71,genome,A.cervicornis,Belize
a100000-4368120-060520-256_C15.CEL,12.41,genome,A.cervicornis,Belize
a100000-4368120-060520-256_G15.CEL,11.43,genome,A.cervicornis,Belize
a100000-4368120-060520-256_K15.CEL,12.31,genome,A.cervicornis,Curacao
a100000-4368120-060520-256_M15.CEL,12.42,genome,A.cervicornis,Curacao
a100000-4368120-060520-256_O15.CEL,12.78,genome,A.cervicornis,Curacao
a100000-4368120-060520-256_G17.CEL,12,genome,A.cervicornis,Curacao
a100000-4368120-060520-256_K17.CEL,11.24,genome,A.cervicornis,Curacao
a100000-4368120-060520-256_M03.CEL,12.06,genome,A.cervicornis,Florida
a100000-4368120-060520-256_O03.CEL,11.53,genome,A.cervicornis,Florida
a100000-4368120-060520-256_A05.CEL,12.41,genome,A.cervicornis,Florida
a100000-4368120-060520-256_C05.CEL,13.29,genome,A.cervicornis,Florida
a100000-4368120-060520-256_E05.CEL,11.68,genome,A.cervicornis,Florida
a100000-4368120-060520-256_C01.CEL,17.28,genome,A.palmata,Florida
a100000-4368120-060520-256_G07.CEL,16.31,genome,A.palmata,USVI
a100000-4368120-060520-256_G09.CEL,16.16,genome,A.palmata,USVI
a100000-4368120-060520-256_I09.CEL,15.5,genome,A.palmata,USVI
a100000-4368120-060520-256_M09.CEL,14.95,genome,A.palmata,USVI
a100000-4368120-060520-256_O09.CEL,16.07,genome,A.palmata,USVI
a100000-4368120-060520-256_K11.CEL,16.04,genome,A.palmata,Belize
a100000-4368120-060520-256_E13.CEL,15.39,genome,A.palmata,Belize
a100000-4368120-060520-256_I13.CEL,15.24,genome,A.palmata,Belize
a100000-4368120-060520-256_K13.CEL,15.91,genome,A.palmata,Belize
a100000-4368120-060520-256_M13.CEL,15.9,genome,A.palmata,Belize
a100000-4368120-060520-256_A17.CEL,15.62,genome,A.palmata,Curacao
a100000-4368120-060520-256_C17.CEL,14.68,genome,A.palmata,Curacao
a100000-4368120-060520-256_I17.CEL,15.6,genome,A.palmata,Curacao
a100000-4368120-060520-256_M17.CEL,16.6,genome,A.palmata,Curacao
a100000-4368120-060520-256_O17.CEL,16.58,genome,A.palmata,Curacao
a100000-4368120-060520-256_C03.CEL,17.25,genome,A.palmata,Florida
a100000-4368120-060520-256_E03.CEL,17.7,genome,A.palmata,Florida
a100000-4368120-060520-256_G05.CEL,17.02,genome,A.palmata,Florida
a100000-4368120-060520-256_O05.CEL,16.47,genome,A.palmata,Florida
a100000-4368120-060520-256_A01.CEL,15.95,genome,A.palmata,Florida
a100000-4368120-060520-256_A19.CEL,11.31,genome,A.cervicornis,Florida
a550962-4368120-060520-256_A03.CEL,15.31,256,A.palmata,Florida
a550962-4368120-060520-256_A05.CEL,13.98,256,A.palmata,Florida
a550962-4368120-060520-256_A09.CEL,11.22,256,A.cervicornis,Florida
a550962-4368120-060520-256_A11.CEL,11,256,A.cervicornis,Florida
a550962-4368120-060520-256_A13.CEL,10.64,256,A.cervicornis,Florida
a550962-4368120-060520-256_A15.CEL,10.18,256,A.cervicornis,Puerto Rico
a550962-4368120-060520-256_A19.CEL,10.7,256,A.cervicornis,USVI
a550962-4368120-060520-256_A21.CEL,14.73,256,A.palmata,Belize
a550962-4368120-060520-256_A23.CEL,10.84,256,A.cervicornis,Florida
a550962-4368120-060520-256_C01.CEL,15.95,256,A.palmata,Florida
a550962-4368120-060520-256_C03.CEL,14.84,256,A.palmata,Florida
a550962-4368120-060520-256_C05.CEL,14.12,256,A.palmata,Florida
a550962-4368120-060520-256_C07.CEL,11.6,256,A.cervicornis,Florida
a550962-4368120-060520-256_C09.CEL,11.41,256,A.cervicornis,Florida
a550962-4368120-060520-256_C11.CEL,10.82,256,A.cervicornis,Florida
a550962-4368120-060520-256_C13.CEL,10.98,256,A.cervicornis,Florida
a550962-4368120-060520-256_C15.CEL,13.76,256,A.palmata,Belize
a550962-4368120-060520-256_C17.CEL,67.61,256,A.prolifera,Belize
a550962-4368120-060520-256_C19.CEL,11.21,256,A.cervicornis,Belize
a550962-4368120-060520-256_C21.CEL,14.73,256,A.palmata,Belize
a550962-4368120-060520-256_C23.CEL,14.27,256,A.palmata,Florida
a550962-4368120-060520-256_E01.CEL,15.94,256,A.palmata,Florida
a550962-4368120-060520-256_E03.CEL,14.48,256,A.palmata,Florida
a550962-4368120-060520-256_E05.CEL,14.05,256,A.palmata,Florida
a550962-4368120-060520-256_E07.CEL,9.9,256,A.cervicornis,Florida
a550962-4368120-060520-256_E09.CEL,10.77,256,A.cervicornis,Florida
a550962-4368120-060520-256_E11.CEL,9.59,256,A.cervicornis,Florida
a550962-4368120-060520-256_E13.CEL,10.46,256,A.cervicornis,Florida
a550962-4368120-060520-256_E15.CEL,67.66,256,A.prolifera,Belize
a550962-4368120-060520-256_E17.CEL,67.1,256,A.prolifera,Belize
a550962-4368120-060520-256_E19.CEL,11.22,256,A.cervicornis,Belize
a550962-4368120-060520-256_E21.CEL,14.35,256,A.palmata,Belize
a550962-4368120-060520-256_E23.CEL,11.63,256,A.cervicornis,Florida
a550962-4368120-060520-256_G01.CEL,16.01,256,A.palmata,Florida
a550962-4368120-060520-256_G03.CEL,17.23,256,A.palmata,Florida
a550962-4368120-060520-256_G05.CEL,10.43,256,A.cervicornis,USVI
a550962-4368120-060520-256_G07.CEL,10.92,256,A.cervicornis,Florida
a550962-4368120-060520-256_G09.CEL,11.9,256,A.cervicornis,Florida
a550962-4368120-060520-256_G11.CEL,11.51,256,A.cervicornis,Florida
a550962-4368120-060520-256_G13.CEL,11.09,256,A.cervicornis,Belize
a550962-4368120-060520-256_G15.CEL,66.64,256,A.prolifera,Belize
a550962-4368120-060520-256_G17.CEL,66.1,256,A.prolifera,Belize
a550962-4368120-060520-256_G19.CEL,67.55,256,A.prolifera,Belize
a550962-4368120-060520-256_G21.CEL,14.52,256,A.palmata,Belize
a550962-4368120-060520-256_G23.CEL,9.56,256,A.cervicornis,Florida
a550962-4368120-060520-256_I01.CEL,14.03,256,A.palmata,Florida
a550962-4368120-060520-256_I03.CEL,10.68,256,A.cervicornis,Florida
a550962-4368120-060520-256_I05.CEL,10.37,256,A.cervicornis,USVI
a550962-4368120-060520-256_I07.CEL,11.32,256,A.cervicornis,Florida
a550962-4368120-060520-256_I09.CEL,10.69,256,A.cervicornis,Florida
a550962-4368120-060520-256_I11.CEL,10.78,256,A.cervicornis,Florida
a550962-4368120-060520-256_I13.CEL,11.15,256,A.cervicornis,Belize
a550962-4368120-060520-256_I15.CEL,11.71,256,A.cervicornis,Belize
a550962-4368120-060520-256_I17.CEL,67.24,256,A.prolifera,Belize
a550962-4368120-060520-256_I19.CEL,11.41,256,A.cervicornis,Belize
a550962-4368120-060520-256_I21.CEL,14.34,256,A.palmata,Belize
a550962-4368120-060520-256_I23.CEL,1.67,256,A.palmata,Florida
a550962-4368120-060520-256_K01.CEL,14.5,256,A.palmata,Florida
a550962-4368120-060520-256_K03.CEL,10.57,256,A.cervicornis,Florida
a550962-4368120-060520-256_K05.CEL,10.55,256,A.cervicornis,USVI
a550962-4368120-060520-256_K07.CEL,10.19,256,A.cervicornis,Florida
a550962-4368120-060520-256_K09.CEL,12.13,256,A.cervicornis,Florida
a550962-4368120-060520-256_K11.CEL,13.79,256,A.palmata,Florida
a550962-4368120-060520-256_K13.CEL,11.02,256,A.cervicornis,Florida
a550962-4368120-060520-256_K15.CEL,67.09,256,A.prolifera,Belize
a550962-4368120-060520-256_K17.CEL,13.88,256,A.palmata,Florida
a550962-4368120-060520-256_K19.CEL,9.87,256,A.cervicornis,Belize
a550962-4368120-060520-256_K23.CEL,10.41,256,A.cervicornis,Florida
a550962-4368120-060520-256_M01.CEL,15.86,256,A.palmata,Florida
a550962-4368120-060520-256_M03.CEL,10.27,256,A.cervicornis,Florida
a550962-4368120-060520-256_M05.CEL,11.35,256,A.cervicornis,Florida
a550962-4368120-060520-256_M07.CEL,10.17,256,A.cervicornis,Florida
a550962-4368120-060520-256_M09.CEL,10.17,256,A.cervicornis,Florida
a550962-4368120-060520-256_M11.CEL,13.92,256,A.palmata,Florida
a550962-4368120-060520-256_M13.CEL,10.26,256,A.cervicornis,Florida
a550962-4368120-060520-256_M15.CEL,67.09,256,A.prolifera,Belize
a550962-4368120-060520-256_M17.CEL,14.07,256,A.palmata,Florida
a550962-4368120-060520-256_M21.CEL,13.89,256,A.palmata,Florida
a550962-4368120-060520-256_M23.CEL,10.71,256,A.cervicornis,Florida
a550962-4368120-060520-256_O01.CEL,15.25,256,A.palmata,Florida
a550962-4368120-060520-256_O03.CEL,10.13,256,A.cervicornis,Florida
a550962-4368120-060520-256_O05.CEL,11.8,256,A.cervicornis,Florida
a550962-4368120-060520-256_O07.CEL,10.47,256,A.cervicornis,Florida
a550962-4368120-060520-256_O09.CEL,10.6,256,A.cervicornis,Florida
a550962-4368120-060520-256_O11.CEL,13.72,256,A.palmata,Florida
a550962-4368120-060520-256_O13.CEL,9.82,256,A.cervicornis,Florida
a550962-4368120-060520-256_O15.CEL,67.34,256,A.prolifera,Belize
a550962-4368120-060520-256_O17.CEL,14.81,256,A.palmata,Florida
a550962-4368120-060520-256_O19.CEL,10.23,256,A.cervicornis,Florida
a550962-4368120-060520-256_O21.CEL,68.31,256,A.prolifera,Bahamas
